Date,tmr,microrev,mridv3l,mridv3s
09/11/2012,51366,48534,103959,102292
12/11/2012,51466,48467,104223,102292
13/11/2012,51861,48477,104190,102292
14/11/2012,51390,48198,104225,102874
15/11/2012,50960,48857,105677,102874
16/11/2012,50716,48857,106483,102813
19/11/2012,50716,48857,106483,103205
20/11/2012,50716,48770,106483,103987
21/11/2012,50716,49248,106483,103894
23/11/2012,50716,49182,106483,104004
26/11/2012,50716,49752,106483,104004
27/11/2012,50716,49917,106527,104081
28/11/2012,50716,50287,106527,104081
29/11/2012,50745,51014,106527,104290
30/11/2012,50724,51721,106527,104402
03/12/2012,50516,51934,106527,104402
04/12/2012,50520,52160,106571,104402
05/12/2012,50355,52160,106571,104774
06/12/2012,50646,51731,106843,104897
07/12/2012,50726,51760,106827,104897
10/12/2012,50985,51835,108950,104897
11/12/2012,51047,51835,108950,104656
12/12/2012,51047,51835,108950,104774
13/12/2012,50987,52280,108985,104774
14/12/2012,51049,52352,108754,104774
17/12/2012,51001,52434,108664,104792
18/12/2012,51029,52544,108248,104970
19/12/2012,51052,52544,108248,104975
20/12/2012,50818,52854,107868,104975
21/12/2012,51010,54177,106227,104975
24/12/2012,50870,54531,106297,104975
26/12/2012,50645,54531,106318,104975
27/12/2012,50887,54943,106649,104975
28/12/2012,50806,54943,106711,104975
31/12/2012,51034,55368,106711,104975
02/01/2013,51034,55368,106711,106220
03/01/2013,51034,55214,106711,106220
04/01/2013,51070,55214,106711,106440
07/01/2013,50799,54980,106442,106605
08/01/2013,50827,55143,106391,106929
09/01/2013,51073,55244,106391,106894
10/01/2013,51073,54842,106391,106894
11/01/2013,51073,54749,106391,106894
14/01/2013,51039,54573,106475,106879
15/01/2013,51179,54497,106475,106879
16/01/2013,51154,54066,106475,106873
17/01/2013,51271,54201,106475,106798
18/01/2013,51365,54622,106475,106798
22/01/2013,51351,54768,106336,106798
23/01/2013,51050,54737,106167,107088
24/01/2013,51374,55052,106167,106874
25/01/2013,51429,55045,106052,106785
28/01/2013,51488,55045,106464,106626
29/01/2013,51581,54886,107205,106626
30/01/2013,51195,54555,107205,106626
31/01/2013,51385,54827,107294,106626
01/02/2013,51397,54827,107498,106626
04/02/2013,51397,55304,107571,106626
05/02/2013,51397,55304,106417,106626
06/02/2013,51397,55679,106588,106603
07/02/2013,51695,56172,106588,106603
08/02/2013,51755,56034,106588,107282
11/02/2013,51778,56659,106588,107300
12/02/2013,51960,56659,106588,107207
13/02/2013,52028,56654,106371,107048
14/02/2013,51900,56654,106787,106760
15/02/2013,52037,56654,106609,106753
19/02/2013,52668,56654,106729,106730
20/02/2013,52172,56621,106155,106838
21/02/2013,52066,56593,106382,107999
22/02/2013,52492,56593,106817,107948
25/02/2013,52461,56630,106575,107948
26/02/2013,52506,56135,107117,107948
27/02/2013,52556,56365,107281,107918
28/02/2013,52556,56365,107281,108324
01/03/2013,52556,56365,107494,108115
04/03/2013,52571,56365,107254,108135
05/03/2013,52823,56512,107405,107888
06/03/2013,53053,56803,107405,107687
07/03/2013,53055,56991,107405,107974
08/03/2013,53145,57614,107443,107600
11/03/2013,53084,57614,107572,107600
12/03/2013,53099,57827,107572,107600
13/03/2013,52878,58169,108004,107780
14/03/2013,52815,58340,108033,108323
15/03/2013,52929,58462,108390,108323
18/03/2013,52800,58765,108508,108323
19/03/2013,52900,58725,107246,108323
20/03/2013,53050,58725,107246,108181
21/03/2013,53089,58725,107246,108181
22/03/2013,53180,58865,107326,108181
25/03/2013,53324,59003,107315,108181
26/03/2013,53411,59073,107315,108181
27/03/2013,53380,59644,107315,108181
28/03/2013,53380,59801,107315,108181
01/04/2013,53173,59883,107626,108054
02/04/2013,52923,60055,106841,108054
03/04/2013,52448,59695,106681,108054
04/04/2013,52759,59653,106681,108054
05/04/2013,52794,59841,108097,108054
08/04/2013,52794,59841,108097,108169
09/04/2013,52794,59390,108097,108046
10/04/2013,52794,59177,108186,107576
11/04/2013,52794,59272,108647,107803
12/04/2013,52915,59272,108647,106695
15/04/2013,52712,59111,107903,106695
16/04/2013,52821,59111,107903,106695
17/04/2013,52724,59522,107776,106695
18/04/2013,52722,59542,107704,106695
19/04/2013,52776,59542,108308,106695
22/04/2013,52694,59808,108425,106695
23/04/2013,52753,59808,108376,106544
24/04/2013,52741,60003,108142,106368
25/04/2013,52952,59902,108142,106823
26/04/2013,53049,59980,108110,106823
29/04/2013,53049,59500,108013,106823
30/04/2013,53174,59529,107895,107149
01/05/2013,53117,59580,107790,107149
02/05/2013,53577,59580,107800,106903
03/05/2013,53632,59436,107662,107509
06/05/2013,53617,59303,107791,107418
07/05/2013,53442,59303,107767,108779
08/05/2013,53531,59806,107834,109088
09/05/2013,53927,60087,107834,109187
10/05/2013,54096,59610,107834,109187
13/05/2013,54179,59621,107834,108722
14/05/2013,54206,59686,107834,108724
15/05/2013,54150,59686,107834,109469
16/05/2013,54127,59541,107839,109625
17/05/2013,54326,59541,107839,109625
20/05/2013,54273,59724,107906,109390
21/05/2013,54516,59724,108010,109748
22/05/2013,54437,59971,108010,109748
23/05/2013,54830,60472,108535,109748
24/05/2013,54677,60472,108535,109772
28/05/2013,54802,60472,108567,109514
29/05/2013,54875,60353,109084,109514
30/05/2013,55190,60353,108954,109399
31/05/2013,55225,59992,108449,109399
03/06/2013,55182,60309,108442,109399
04/06/2013,55049,60206,108378,109586
05/06/2013,54671,60196,108331,109586
06/06/2013,54649,60227,108716,109586
07/06/2013,54699,60227,108716,109955
10/06/2013,54682,60143,108311,109663
11/06/2013,54800,60175,108780,109667
12/06/2013,54663,60125,108674,109667
13/06/2013,54806,60054,109269,109667
14/06/2013,54986,60591,109269,109882
17/06/2013,54975,60591,108957,108924
18/06/2013,55143,60620,109457,108887
19/06/2013,54971,60222,109457,109002
20/06/2013,55034,60250,109171,109002
21/06/2013,55445,60274,110363,109002
24/06/2013,55042,60958,111166,109312
25/06/2013,54922,60958,111037,109153
26/06/2013,55108,61126,111133,109348
27/06/2013,55403,61603,111284,109910
28/06/2013,55371,62118,111284,109924
01/07/2013,55458,62460,111284,109977
02/07/2013,55466,62536,111339,109706
03/07/2013,55467,62536,111076,109811
05/07/2013,55546,62715,111076,109811
08/07/2013,55546,62479,111315,110521
09/07/2013,55538,62282,111315,110704
10/07/2013,55644,62388,111143,110801
11/07/2013,55675,62621,111052,110941
12/07/2013,55814,62746,110937,110941
15/07/2013,55800,62986,110937,110941
16/07/2013,55737,63559,111186,111402
17/07/2013,55737,63723,111265,111733
18/07/2013,55737,63778,111125,111733
19/07/2013,55796,63751,111178,111733
22/07/2013,55636,63662,111178,111733
23/07/2013,55546,63616,111178,111979
24/07/2013,55611,63062,110912,111979
25/07/2013,55794,63103,111537,111313
26/07/2013,55795,63204,111309,111326
29/07/2013,55887,63128,111211,111249
30/07/2013,56066,63273,111553,111249
31/07/2013,56107,63222,111553,111275
01/08/2013,55904,63222,111553,111275
02/08/2013,57670,63222,111553,111160
05/08/2013,57719,63485,111600,110647
06/08/2013,57593,63257,111600,110773
07/08/2013,57598,63150,111423,110773
08/08/2013,57360,63369,111479,110823
09/08/2013,57300,63675,110574,110247
12/08/2013,57449,63769,110574,110285
13/08/2013,57425,63723,110572,109480
14/08/2013,57749,63838,110561,109964
15/08/2013,57397,63578,111024,109964
16/08/2013,57583,63599,111394,109881
19/08/2013,57963,63619,111000,109996
20/08/2013,58270,63917,111000,109996
21/08/2013,58379,63954,111000,109996
22/08/2013,58379,64050,110981,109803
23/08/2013,58359,64126,110992,109489
26/08/2013,58391,64178,110992,110316
27/08/2013,58351,63880,110764,110316
28/08/2013,58315,63842,110700,110205
29/08/2013,58526,63594,110700,110007
30/08/2013,58526,63711,110700,110334
03/09/2013,58633,63755,110700,110318
04/09/2013,58560,63755,110700,110650
05/09/2013,58560,63765,110700,111108
06/09/2013,58560,63629,110080,110922
09/09/2013,58643,63629,110080,110994
10/09/2013,58676,63629,110143,110665
11/09/2013,58453,63375,110143,110826
12/09/2013,58474,63679,110143,110756
13/09/2013,58421,64004,110073,110770
16/09/2013,58441,63536,109622,110730
17/09/2013,58441,63436,109826,110730
18/09/2013,58441,63436,109826,110547
19/09/2013,58400,63436,109826,111228
20/09/2013,58257,63436,109230,111228
23/09/2013,58603,63448,108579,111228
24/09/2013,58240,63448,108651,110751
25/09/2013,58240,63417,108530,111370
26/09/2013,58478,63470,108580,111648
27/09/2013,58559,63658,108632,111529
30/09/2013,58303,63252,109214,111529
01/10/2013,59002,63252,109338,111494
02/10/2013,58970,63252,109338,111732
03/10/2013,58822,63685,109146,111732
04/10/2013,58942,63732,109092,111732
07/10/2013,59173,64071,109092,112071
08/10/2013,58572,63888,108338,112071
09/10/2013,58391,63888,107885,112071
10/10/2013,58656,63888,108103,112071
11/10/2013,58772,63888,108088,112145
14/10/2013,58733,64210,108088,112284
15/10/2013,58769,64210,108076,112421
16/10/2013,58954,64188,108207,112374
17/10/2013,59159,64188,108207,112529
18/10/2013,59261,64076,108207,112460
21/10/2013,59257,64091,108286,113589
22/10/2013,59524,63919,107222,113626
23/10/2013,59096,63884,107181,113651
24/10/2013,58087,63568,107276,113087
25/10/2013,57742,63568,107467,113365
28/10/2013,57542,63408,107467,113365
29/10/2013,57535,63572,107487,113365
30/10/2013,56920,63646,107253,113278
31/10/2013,57212,63646,106632,113197
01/11/2013,57376,63646,106794,113312
04/11/2013,58308,63962,106794,112852
05/11/2013,58308,63933,106896,113647
06/11/2013,58323,64144,106758,114577
07/11/2013,58481,64199,106272,114577
08/11/2013,58965,63987,106055,114799
11/11/2013,58965,63987,106065,114133
12/11/2013,58967,63987,106065,114116
13/11/2013,59049,63987,106065,113599
14/11/2013,59048,64546,106065,113420
15/11/2013,59048,64546,106146,113420
18/11/2013,59023,63881,106146,113420
19/11/2013,58989,63482,106146,113420
20/11/2013,58220,63265,106201,113420
21/11/2013,58219,63409,105291,113277
22/11/2013,58237,63409,105291,113966
25/11/2013,58124,63455,105737,113730
26/11/2013,58350,63455,105963,113785
27/11/2013,58346,63455,105963,113774
29/11/2013,58322,64412,105963,113606
02/12/2013,57907,64292,106022,113606
03/12/2013,57697,64407,106211,113606
04/12/2013,57800,65255,105978,113606
05/12/2013,57643,65661,105978,113606
06/12/2013,57630,65777,105957,114079
09/12/2013,57723,65909,103914,114136
10/12/2013,57796,66112,103719,114136
11/12/2013,57267,65941,103660,114136
12/12/2013,57248,65796,103764,114136
13/12/2013,57282,65796,103577,114136
16/12/2013,57430,65747,103577,113960
17/12/2013,57354,66406,103577,113960
18/12/2013,56796,66211,104121,113960
19/12/2013,56607,66211,104266,113983
20/12/2013,56477,66670,104796,113863
23/12/2013,56477,66670,104798,115070
24/12/2013,56488,66670,104798,114877
26/12/2013,56523,66650,104798,114877
27/12/2013,56563,66585,104798,115193
30/12/2013,56697,66649,104798,115193
31/12/2013,56977,66649,104798,115174
02/01/2014,56807,66949,104798,115174
03/01/2014,56796,66996,104798,115282
06/01/2014,56623,67159,104954,115184
07/01/2014,56841,67137,104954,115907
08/01/2014,57079,67237,104979,115439
09/01/2014,57124,67371,104915,115589
10/01/2014,57041,68270,104989,115589
13/01/2014,57010,68600,104874,116950
14/01/2014,56791,68600,105498,116950
15/01/2014,57241,68600,105100,117262
16/01/2014,57203,68854,104697,116115
17/01/2014,57398,68929,104698,116942
21/01/2014,57541,69362,104465,116942
22/01/2014,57217,69362,104768,116914
23/01/2014,57254,69933,104768,116914
24/01/2014,56461,70620,104824,116914
27/01/2014,56743,70728,105858,116914
28/01/2014,57877,70783,105898,116914
29/01/2014,57877,70952,105512,116914
30/01/2014,57877,70866,104621,117103
31/01/2014,57877,70876,106185,117542
03/02/2014,57530,71016,105924,118036
04/02/2014,57701,70983,106139,118036
05/02/2014,57811,70890,106507,118036
06/02/2014,57790,71137,106784,117823
07/02/2014,57813,71305,106784,118254
10/02/2014,57600,71503,106784,118254
11/02/2014,57600,71493,106680,118254
12/02/2014,57600,71778,106476,118291
13/02/2014,57750,71823,106476,118157
14/02/2014,57860,71788,106476,118160
18/02/2014,57889,71668,106476,118138
19/02/2014,57952,71584,106476,118281
20/02/2014,58109,71584,106476,118076
21/02/2014,58070,71584,106476,117817
24/02/2014,58043,71626,106476,117685
25/02/2014,58149,71918,106476,117071
26/02/2014,57953,71918,106484,117369
27/02/2014,58225,72700,106484,116998
28/02/2014,57944,72700,106324,116837
03/03/2014,58189,72700,107147,117232
04/03/2014,58232,72700,107147,117408
05/03/2014,57992,73064,107147,117718
06/03/2014,58048,73085,107070,117718
07/03/2014,58146,72796,107640,117789
10/03/2014,57748,73320,107550,117751
11/03/2014,57597,72659,107290,117794
12/03/2014,58921,72597,108198,117794
13/03/2014,58735,72594,107872,118374
14/03/2014,58749,72687,108253,118374
17/03/2014,58610,72641,108253,118197
18/03/2014,59535,72661,108253,118110
19/03/2014,59298,72661,108253,118473
20/03/2014,59325,72679,108232,118776
21/03/2014,59260,72525,108232,118776
24/03/2014,58750,72594,108565,118776
25/03/2014,58174,72273,108599,118776
26/03/2014,57975,72055,107976,118776
27/03/2014,58380,72090,109474,118776
28/03/2014,58174,72090,109478,118776
31/03/2014,58174,72090,109478,118776
01/04/2014,58174,72090,109562,118825
02/04/2014,58174,72127,109821,118632
03/04/2014,58110,72162,109982,118632
04/04/2014,57495,71836,109531,118715
07/04/2014,57327,71907,110031,118715
08/04/2014,57433,71907,110167,118671
09/04/2014,57501,71907,110167,118672
10/04/2014,57501,71805,110167,118672
11/04/2014,57558,71805,110070,118672
14/04/2014,57537,71805,110066,118717
15/04/2014,57537,71978,110437,118744
16/04/2014,57537,72071,110437,118472
17/04/2014,57537,72444,110437,118110
21/04/2014,57537,72444,110755,118024
22/04/2014,57537,72424,110755,118280
23/04/2014,57668,72557,110755,118280
24/04/2014,57434,72550,110755,118280
25/04/2014,57384,71753,110496,118280
28/04/2014,57496,71796,110848,118348
29/04/2014,57435,71796,111510,118348
30/04/2014,57674,72272,111695,118348
01/05/2014,57752,72272,111695,118820
02/05/2014,57752,72267,111774,118820
05/05/2014,57743,72557,112594,118826
06/05/2014,57713,72557,111925,118826
07/05/2014,57663,72557,111963,118826
08/05/2014,57571,72408,111963,118826
09/05/2014,57513,72408,112325,118826
12/05/2014,57584,72408,112386,118726
13/05/2014,57584,71965,112386,118726
14/05/2014,57578,71950,112230,118726
15/05/2014,57730,72263,112580,118726
16/05/2014,57504,72421,112628,118726
19/05/2014,57504,72461,112663,118603
20/05/2014,57504,72599,112584,118603
21/05/2014,57504,72592,112523,118603
22/05/2014,57504,72527,112523,118609
23/05/2014,57559,72527,112523,119142
27/05/2014,57595,72527,112891,119471
28/05/2014,57603,72447,112891,119471
29/05/2014,57603,72339,112891,119321
30/05/2014,57603,72690,112891,119321
02/06/2014,57733,72983,113017,119321
03/06/2014,57726,73092,113061,119321
04/06/2014,57726,73193,113120,119373
05/06/2014,57726,73193,113458,119373
06/06/2014,57726,73013,113458,119565
09/06/2014,57689,73013,113458,119593
10/06/2014,58033,73130,113309,119473
11/06/2014,58002,73130,113309,119473
12/06/2014,58096,73050,113328,119691
13/06/2014,57915,73068,113328,119691
16/06/2014,57906,73068,113393,119933
17/06/2014,58076,73068,113393,120003
18/06/2014,58226,73206,113478,120085
19/06/2014,58222,73218,113492,120085
20/06/2014,58106,73218,113517,120095
23/06/2014,58166,72934,113582,120203
24/06/2014,57833,72339,113296,120203
25/06/2014,58357,72492,114091,120203
26/06/2014,58371,72492,114091,120203
27/06/2014,58213,72492,113992,120773
30/06/2014,58213,72492,113992,120773
01/07/2014,58116,72492,114089,120674
02/07/2014,58122,72648,114448,121163
03/07/2014,58122,72766,114407,121163
07/07/2014,58096,72797,113792,121163
08/07/2014,57865,73118,114227,121163
09/07/2014,58351,73426,114871,121163
10/07/2014,58406,73579,115235,121305
11/07/2014,58565,73579,115128,121124
14/07/2014,58585,73579,114797,121124
15/07/2014,58381,73500,114797,121124
16/07/2014,58381,73712,114545,121124
17/07/2014,58413,73712,114154,121124
18/07/2014,58483,73712,114198,121124
21/07/2014,58483,73712,114468,120995
22/07/2014,58656,73712,114468,120995
23/07/2014,58451,73608,114468,121094
24/07/2014,58192,73608,114380,121101
25/07/2014,58198,73815,114494,121101
28/07/2014,57894,73637,114369,120850
29/07/2014,58128,73637,114344,121864
30/07/2014,58241,73759,113657,121864
31/07/2014,57971,73856,113454,121864
01/08/2014,57977,73895,113845,121864
04/08/2014,57968,73895,113043,121890
05/08/2014,57934,74791,112315,121041
06/08/2014,57934,74865,112315,121079
07/08/2014,57934,75610,111763,120906
08/08/2014,57890,76081,111763,120628
11/08/2014,57617,76081,111763,120969
12/08/2014,57565,75975,111997,121111
13/08/2014,57651,76501,111997,121139
14/08/2014,57635,76677,111997,121139
15/08/2014,57674,77133,111997,121139
18/08/2014,57674,77133,111997,121139
19/08/2014,57674,77131,111997,121139
20/08/2014,57674,77138,111997,121139
21/08/2014,57683,77152,111997,121139
22/08/2014,57803,77152,111943,121139
25/08/2014,57803,77249,111975,121139
26/08/2014,57803,77234,111975,121139
27/08/2014,57872,77513,111845,121139
28/08/2014,58030,77308,111679,121226
29/08/2014,58255,77411,111897,121226
02/09/2014,58242,77545,111897,120810
03/09/2014,58271,77542,111897,120810
04/09/2014,58463,77709,111897,120810
05/09/2014,58781,77728,112513,120810
08/09/2014,58742,77667,112566,120810
09/09/2014,58742,77418,112554,120810
10/09/2014,58764,77418,112795,120810
11/09/2014,58733,77470,113182,120567
12/09/2014,58647,77435,113021,120524
15/09/2014,58562,77080,112445,120524
16/09/2014,58599,77481,112714,120524
17/09/2014,58562,77481,113043,121299
18/09/2014,58236,77381,112837,121318
19/09/2014,58257,77364,112879,121318
22/09/2014,57921,77514,112378,121318
23/09/2014,57891,77866,113047,121318
24/09/2014,57796,78318,112973,121318
25/09/2014,58035,78318,113176,120813
26/09/2014,57954,78318,113612,120813
29/09/2014,57944,78530,113852,120543
30/09/2014,57951,78659,113553,120646
01/10/2014,57971,78081,113223,120646
02/10/2014,58313,78081,114361,120646
03/10/2014,58407,78081,114361,119971
06/10/2014,58432,78179,114448,121070
07/10/2014,58395,78468,114061,121070
08/10/2014,58970,79166,115130,121000
09/10/2014,58992,79166,115130,121000
10/10/2014,59028,79691,115123,121000
13/10/2014,59215,79748,114504,121000
14/10/2014,59335,79869,114330,121000
15/10/2014,58947,80174,117205,121037
16/10/2014,58647,79994,117205,121163
17/10/2014,58740,79954,117205,121546
20/10/2014,58742,79954,117205,121546
21/10/2014,58706,79904,117171,121316
22/10/2014,58706,79941,117171,121710
23/10/2014,58706,79941,117171,121710
24/10/2014,58706,79913,117194,122407
27/10/2014,58706,79913,117194,122558
28/10/2014,58706,80131,117743,122275
29/10/2014,58703,80131,117778,122431
30/10/2014,58848,80131,117500,122596
31/10/2014,59181,80211,117277,122259
03/11/2014,59167,80014,117161,122194
04/11/2014,59337,80014,117239,122194
05/11/2014,59340,79745,117320,122131
06/11/2014,58866,79745,117320,122068
07/11/2014,58862,80262,117487,121805
10/11/2014,58862,80262,117442,121583
11/11/2014,58965,80656,117373,121712
12/11/2014,59001,80656,117512,121712
13/11/2014,59042,80687,117512,121864
14/11/2014,59074,80870,117510,121919
17/11/2014,59074,80928,117599,121831
18/11/2014,59217,80962,117599,121831
19/11/2014,59154,81326,117463,122000
20/11/2014,59405,81326,118223,122000
21/11/2014,59431,81326,118227,122354
24/11/2014,59456,81215,118227,122354
25/11/2014,59521,81075,118227,122665
26/11/2014,59521,81035,118227,122665
28/11/2014,59521,81035,116934,123268
01/12/2014,59613,80383,117371,123268
02/12/2014,60055,80352,117371,123268
03/12/2014,60163,80571,117371,123440
04/12/2014,60085,80601,116483,123386
05/12/2014,60085,80601,115895,123286
08/12/2014,59989,80450,114766,123710
09/12/2014,60736,80721,114766,123710
10/12/2014,60022,80611,114481,123639
11/12/2014,59993,80527,114435,123395
12/12/2014,59993,80756,113794,123556
15/12/2014,60055,80726,113695,123800
16/12/2014,60407,80926,114893,123800
17/12/2014,61185,80926,114893,123793
18/12/2014,61218,80926,114893,122604
19/12/2014,61247,80926,114893,122291
22/12/2014,61228,80929,114893,122280
23/12/2014,60747,79654,114889,122280
24/12/2014,61489,79927,115305,122400
26/12/2014,61489,80237,115305,122358
29/12/2014,61489,80129,115305,122358
30/12/2014,61492,79649,115305,122358
31/12/2014,61468,79649,115318,122358
02/01/2015,61563,79768,115318,123170
05/01/2015,61542,79768,115614,123170
06/01/2015,60870,79515,115343,123170
07/01/2015,61243,79737,116446,123170
08/01/2015,61243,80352,116446,123199
09/01/2015,61243,80352,116693,122775
12/01/2015,61200,80231,116768,122839
13/01/2015,61235,81089,116967,122746
14/01/2015,61162,81364,117227,122971
15/01/2015,61206,81285,117344,122971
16/01/2015,61601,81285,118387,122971
20/01/2015,61835,81264,118387,122357
21/01/2015,61770,80993,118869,123457
22/01/2015,62753,81316,120554,123447
23/01/2015,62601,81316,120582,122588
26/01/2015,62685,81316,120792,122686
27/01/2015,62671,81395,121001,122686
28/01/2015,62614,81204,120862,122624
29/01/2015,62681,81574,122660,122624
30/01/2015,62769,81436,122603,123270
02/02/2015,62801,81571,123595,123253
03/02/2015,62737,81387,124234,123290
04/02/2015,62658,81025,124185,122735
05/02/2015,62658,81083,124185,122851
06/02/2015,62658,81109,124185,122859
09/02/2015,62689,81109,123622,123148
10/02/2015,62722,81522,123827,123082
11/02/2015,62722,81620,123827,123625
12/02/2015,62722,81620,123827,122994
13/02/2015,62722,81620,123833,123169
17/02/2015,62730,81972,123833,122861
18/02/2015,62595,82706,123847,122792
19/02/2015,62731,83044,123380,122641
20/02/2015,62207,83119,123075,122323
23/02/2015,62378,83119,123155,122402
24/02/2015,62513,82807,123120,122160
25/02/2015,62549,82856,123241,122422
26/02/2015,62561,82910,123211,122579
27/02/2015,62626,82910,123620,122693
02/03/2015,62662,82910,123613,122488
03/03/2015,62774,82706,124229,122493
04/03/2015,63103,82907,125379,122973
05/03/2015,63237,83225,125800,122973
06/03/2015,63341,83314,125803,122973
09/03/2015,63610,82968,125670,122973
10/03/2015,63581,82674,125241,122973
11/03/2015,63519,82546,125420,122973
12/03/2015,63532,82546,125420,122973
13/03/2015,63508,82546,125404,122616
16/03/2015,63843,82585,125571,123001
17/03/2015,64123,82887,125571,122992
18/03/2015,64106,82887,125571,122913
19/03/2015,64655,82887,125571,123116
20/03/2015,64619,82955,125571,123057
23/03/2015,64737,82837,125571,122824
24/03/2015,64555,82837,125571,122824
25/03/2015,63967,82922,125571,122824
26/03/2015,63725,82930,126418,122824
27/03/2015,63870,83054,126418,122556
30/03/2015,63870,83054,126461,122795
31/03/2015,63875,82929,126615,122869
01/04/2015,63764,82435,126585,122678
02/04/2015,64065,82371,126292,123022
06/04/2015,64102,82371,125481,122178
07/04/2015,63941,82446,126288,122368
08/04/2015,63983,82544,126287,122174
09/04/2015,64006,82544,126285,122302
10/04/2015,64017,82507,126840,122270
13/04/2015,64375,82299,126840,122106
14/04/2015,64451,82299,126840,122767
15/04/2015,64375,82198,126966,122616
16/04/2015,64338,81972,126966,122433
17/04/2015,64400,81731,127154,122501
20/04/2015,64247,81574,127264,122501
21/04/2015,64251,81274,127228,122533
22/04/2015,64320,81167,127228,122690
23/04/2015,64156,81450,127597,122650
24/04/2015,64248,81450,127892,122624
27/04/2015,64182,82072,127640,122855
28/04/2015,64495,82072,128036,123244
29/04/2015,64119,82323,128025,123244
30/04/2015,64348,82846,127861,123364
01/05/2015,64661,83065,128056,123452
04/05/2015,64669,83095,128654,123706
05/05/2015,64806,83061,128564,124464
06/05/2015,64415,83126,128564,124464
07/05/2015,64152,83126,128564,124108
08/05/2015,64201,83260,128605,124201
11/05/2015,64391,83185,128605,125087
12/05/2015,64566,83185,128605,125045
13/05/2015,64484,83508,128605,125020
14/05/2015,64660,84098,128755,125098
15/05/2015,64662,84098,128755,125098
18/05/2015,64662,84167,128704,125033
19/05/2015,64610,83916,128534,125033
20/05/2015,64506,83916,128562,125025
21/05/2015,64532,83905,128562,125018
22/05/2015,64583,84019,128562,124960
26/05/2015,64314,84126,128602,124960
27/05/2015,64507,84126,128713,124960
28/05/2015,64548,84231,129077,124960
29/05/2015,64428,84326,128596,124960
01/06/2015,64614,84540,128596,124960
02/06/2015,64662,84540,127814,124960
03/06/2015,64651,84418,127948,125112
04/06/2015,64625,84418,127906,125167
05/06/2015,64361,85224,127138,124967
08/06/2015,64189,85492,127352,125081
09/06/2015,64160,85492,127690,125081
10/06/2015,64616,85788,126610,125347
11/06/2015,64780,85927,126610,125591
12/06/2015,64735,85927,126623,125588
15/06/2015,64742,86046,127025,125588
16/06/2015,64829,86784,127149,125636
17/06/2015,65468,86761,127358,125472
18/06/2015,65551,86778,127430,125463
19/06/2015,65577,86716,127132,125463
22/06/2015,65122,86682,127209,125463
23/06/2015,65304,86682,127209,125670
24/06/2015,64860,86261,127209,125670
25/06/2015,64795,86093,127209,125670
26/06/2015,64791,85501,127004,125741
29/06/2015,64692,85375,126870,125741
30/06/2015,64993,85364,127353,125741
01/07/2015,64917,85325,127496,125741
02/07/2015,64496,85317,127497,125741
06/07/2015,64701,85317,126809,125741
07/07/2015,64629,85317,128848,125741
08/07/2015,64533,84984,128808,125741
09/07/2015,64759,84984,128808,125741
10/07/2015,64832,85356,128727,125741
13/07/2015,64832,85623,128755,125700
14/07/2015,64832,86608,128755,125700
15/07/2015,64892,86752,128755,125973
16/07/2015,64959,86752,128739,125973
17/07/2015,65095,86835,128585,126175
20/07/2015,65153,86510,127666,126175
21/07/2015,65025,86510,127565,127108
22/07/2015,65025,86340,127616,127021
23/07/2015,65055,86238,127781,126401
24/07/2015,65307,86221,127435,126446
27/07/2015,65516,86445,127307,126822
28/07/2015,65628,86445,128023,126822
29/07/2015,65538,86601,127996,126850
30/07/2015,65538,86230,127624,126686
31/07/2015,65538,86230,126756,127037
03/08/2015,65597,86115,126946,127355
04/08/2015,65609,86778,124218,127616
05/08/2015,65627,86752,123998,127945
06/08/2015,65792,86874,125442,127961
07/08/2015,65792,86874,126088,128283
10/08/2015,65744,86874,126152,128240
11/08/2015,65744,86874,126156,128133
12/08/2015,65832,86919,127330,128133
13/08/2015,65789,86898,127280,127811
14/08/2015,65818,86970,127409,127811
17/08/2015,66039,86747,127409,127678
18/08/2015,66012,86747,127409,127712
19/08/2015,65981,87207,127427,127924
20/08/2015,65739,86898,127564,127924
21/08/2015,65350,86887,128240,127924
24/08/2015,64513,88389,129684,127924
25/08/2015,64286,88389,129618,128129
26/08/2015,64286,88389,129618,128129
27/08/2015,64286,88389,129618,128068
28/08/2015,64286,88498,129618,128132
31/08/2015,64286,88746,129618,128132
01/09/2015,64286,87858,129618,128132
02/09/2015,64370,87858,129426,128132
03/09/2015,64374,87858,129426,128132
04/09/2015,64374,87849,129562,127992
08/09/2015,64374,87732,129562,128110
09/09/2015,64374,87722,129409,128546
10/09/2015,64409,87582,128833,126507
11/09/2015,64402,87789,128779,126361
14/09/2015,64492,87718,128779,126361
15/09/2015,64523,87966,128779,126361
16/09/2015,64518,88082,128655,126237
17/09/2015,64545,88054,128866,126463
18/09/2015,64468,88058,128705,126463
21/09/2015,64375,88139,128699,126840
22/09/2015,64068,88397,128787,126975
23/09/2015,63940,88397,129357,126975
24/09/2015,63940,88420,130630,127534
25/09/2015,63893,88458,130490,127534
28/09/2015,63227,88387,130974,127534
29/09/2015,62612,88375,128852,127534
30/09/2015,62760,88375,129060,127469
01/10/2015,62784,88507,129227,127271
02/10/2015,63110,88507,129754,127331
05/10/2015,63145,88507,129754,127536
06/10/2015,63145,88535,129754,127001
07/10/2015,63165,88930,129599,127262
08/10/2015,63208,88930,129599,127420
09/10/2015,63208,88930,129599,127420
12/10/2015,63208,88545,129599,127407
