Date,tmr,microrev,mridv3l,mridv3s
13/10/2015,63178,88503,127873,127899
14/10/2015,63268,86948,128380,127899
15/10/2015,63434,86948,129146,127785
16/10/2015,63504,86948,129117,127931
19/10/2015,63504,87134,129960,127931
20/10/2015,63435,87001,129780,128139
21/10/2015,63510,86919,129420,128126
22/10/2015,63425,86919,128873,128126
23/10/2015,63425,86919,128873,127617
26/10/2015,63443,86824,128730,127656
27/10/2015,63493,87122,128263,127656
28/10/2015,63539,86957,127895,127838
29/10/2015,63560,86957,128208,128031
30/10/2015,63550,87147,128181,127161
02/11/2015,63557,87235,128181,127011
03/11/2015,63701,87235,128181,127754
04/11/2015,63658,87215,128065,127437
05/11/2015,63392,86828,128065,127437
06/11/2015,62782,86371,129152,127687
09/11/2015,62755,86434,129036,127571
10/11/2015,62960,86920,129515,127481
11/11/2015,62916,86688,129739,127525
12/11/2015,62928,86826,129338,127525
13/11/2015,62938,86807,127761,127525
16/11/2015,63238,86807,128227,127320
17/11/2015,63437,86807,129084,127147
18/11/2015,63437,86807,129485,126879
19/11/2015,63437,86961,129050,126879
20/11/2015,63597,87232,129072,127121
23/11/2015,65812,87232,129288,127121
24/11/2015,65796,87340,129288,126737
25/11/2015,65796,87340,129288,126838
27/11/2015,65796,87340,129288,127316
30/11/2015,65796,87290,129288,127363
01/12/2015,65750,87531,129224,127322
02/12/2015,65772,87392,128862,127090
03/12/2015,65571,87093,128896,127136
04/12/2015,65585,87475,128045,127136
07/12/2015,65585,87475,126135,127136
08/12/2015,65585,87353,127857,127136
09/12/2015,65565,87343,128154,128484
10/12/2015,65542,87343,128344,128484
11/12/2015,65590,87419,127996,128484
14/12/2015,65487,87419,127630,128484
15/12/2015,65532,87051,127626,129136
16/12/2015,65532,87051,127517,129086
17/12/2015,65532,86706,127517,129213
18/12/2015,65523,87284,127143,129213
21/12/2015,65610,87284,126864,129195
22/12/2015,65636,87284,127206,129195
23/12/2015,65636,87284,127206,129269
24/12/2015,65636,87284,127206,129269
28/12/2015,65666,87431,127206,129269
29/12/2015,65742,87256,127206,129292
30/12/2015,65721,87244,127206,129292
31/12/2015,65781,87244,126950,129292
04/01/2016,65798,87095,126108,129292
05/01/2016,65595,87213,125572,129552
06/01/2016,65447,86991,124464,129552
07/01/2016,65458,86570,125492,129968
08/01/2016,64908,86570,125779,130070
11/01/2016,64678,86570,124221,130070
12/01/2016,64678,86570,124592,130203
13/01/2016,64678,86644,124211,130325
14/01/2016,64808,86692,126292,131571
15/01/2016,64802,86692,126314,131571
19/01/2016,64821,86893,126111,131543
20/01/2016,64830,87100,128768,131543
21/01/2016,64780,87100,128531,131629
22/01/2016,64780,87100,128407,131517
25/01/2016,64780,86228,128271,131517
26/01/2016,64780,86099,128271,131517
27/01/2016,64780,86182,128117,131517
28/01/2016,64792,85242,128454,131517
29/01/2016,64902,85485,128622,131332
01/02/2016,64902,85485,128594,131536
02/02/2016,64902,85603,128470,131536
03/02/2016,64902,85691,130298,131473
04/02/2016,64902,85874,129655,131308
05/02/2016,64902,85235,128140,131875
08/02/2016,64753,84432,127027,131869
09/02/2016,64800,84432,127537,131852
10/02/2016,64824,85218,127467,133053
11/02/2016,64830,85248,127793,133053
12/02/2016,64996,85248,128846,133472
16/02/2016,65055,85248,128846,133296
17/02/2016,65055,85142,128846,134026
18/02/2016,65136,85669,128846,134026
19/02/2016,65095,85741,128846,133760
22/02/2016,65095,85741,128846,134037
23/02/2016,65095,85821,128846,135076
24/02/2016,65095,85935,128910,135076
25/02/2016,65095,85935,128910,134938
26/02/2016,65095,86028,128910,133760
29/02/2016,65095,86028,128910,134176
01/03/2016,65095,86207,127258,133621
02/03/2016,65095,86207,127258,134681
03/03/2016,65095,86207,127258,135579
04/03/2016,65101,86207,127258,135773
07/03/2016,65006,86207,127258,135271
08/03/2016,64963,85266,127258,135271
09/03/2016,64873,84800,127265,135125
10/03/2016,64879,84638,127604,135125
11/03/2016,64877,84630,127604,135173
14/03/2016,65137,84630,127604,135173
15/03/2016,65463,84709,127604,135503
16/03/2016,65744,84760,128481,135695
17/03/2016,66208,84925,128129,135837
18/03/2016,66144,85465,128049,136234
21/03/2016,66144,85409,128049,136234
22/03/2016,66219,85409,128049,135841
23/03/2016,66120,85541,128049,135711
24/03/2016,66741,85744,128676,135711
28/03/2016,66870,85800,129453,135816
29/03/2016,66943,86091,129453,135816
30/03/2016,66932,86135,129453,136404
31/03/2016,66945,85989,129428,136429
01/04/2016,67295,85989,129463,136429
04/04/2016,67086,85994,129415,136548
05/04/2016,67084,86339,129256,136548
06/04/2016,67158,86339,129520,136479
07/04/2016,67158,86298,129520,136655
08/04/2016,67158,86896,129682,136655
11/04/2016,67158,86954,129682,136655
12/04/2016,67208,86866,130244,136655
13/04/2016,67258,87088,130244,136860
14/04/2016,67354,87289,130244,137000
15/04/2016,67291,87777,130244,137000
18/04/2016,67285,88411,130244,136938
19/04/2016,67285,88330,130244,136933
20/04/2016,66931,88422,130244,137135
21/04/2016,66679,89033,130244,137574
22/04/2016,66659,89200,130244,137793
25/04/2016,66567,89127,129813,137694
26/04/2016,66775,89585,130093,137694
27/04/2016,66981,89634,130236,137850
28/04/2016,67088,89483,130236,137850
29/04/2016,67257,89691,130323,137583
02/05/2016,67293,90012,130330,137414
03/05/2016,67229,89860,130559,137414
04/05/2016,66805,90051,129710,137434
05/05/2016,66614,90051,130013,137539
06/05/2016,66848,89568,129977,137396
09/05/2016,66810,89806,129686,137178
10/05/2016,66870,89899,129686,137330
11/05/2016,66921,89789,129671,137835
12/05/2016,66777,89424,129963,138222
13/05/2016,66834,86985,130377,138222
16/05/2016,66834,86985,130417,138166
17/05/2016,66804,86956,130414,137136
18/05/2016,66897,87360,130532,137136
19/05/2016,67103,87685,130770,137136
20/05/2016,67192,87685,130770,137157
23/05/2016,67192,87834,130770,136937
24/05/2016,67192,87834,130770,137499
25/05/2016,67192,87834,130770,137636
26/05/2016,67192,87721,130562,137562
27/05/2016,67192,87491,130562,137562
31/05/2016,67192,87652,130562,137200
01/06/2016,67221,87824,130562,137200
02/06/2016,67227,88415,130562,137200
03/06/2016,67271,88343,130662,137155
06/06/2016,67334,88528,130671,136966
07/06/2016,67462,88188,130671,135961
08/06/2016,67510,87650,130671,135546
09/06/2016,67501,87490,130764,135598
10/06/2016,67402,88050,130608,135598
13/06/2016,67136,88061,130360,135884
14/06/2016,67245,88457,130259,135884
15/06/2016,67347,88413,130264,135884
16/06/2016,67260,88413,130688,135884
17/06/2016,67241,88671,130657,135884
20/06/2016,67241,88671,130657,136503
21/06/2016,67241,88584,130657,136503
22/06/2016,67241,88584,130691,136503
23/06/2016,67256,88608,130691,136503
24/06/2016,67241,89790,130691,136812
27/06/2016,66764,89780,129252,136812
28/06/2016,67999,89780,129252,136792
29/06/2016,67999,89780,129252,136762
30/06/2016,67999,89780,129252,136873
01/07/2016,68024,89780,129252,137136
05/07/2016,68038,87693,129252,137136
06/07/2016,68032,87964,129467,137136
07/07/2016,68032,87964,129467,138305
08/07/2016,68081,87964,129467,138307
11/07/2016,68069,87872,129513,138610
12/07/2016,68069,87872,129513,138592
13/07/2016,68074,87898,129513,138217
14/07/2016,68063,87898,130000,138457
15/07/2016,68030,88130,130000,138457
18/07/2016,68055,88285,130000,138457
19/07/2016,68055,88298,130000,138457
20/07/2016,68119,88396,130061,138457
21/07/2016,67957,88645,130097,138525
22/07/2016,68068,88842,130097,138525
25/07/2016,67976,88859,130183,138525
26/07/2016,68079,89104,128597,138108
27/07/2016,68071,88846,128597,138714
28/07/2016,68169,88928,128853,138705
29/07/2016,68147,88928,129088,138208
01/08/2016,68148,88962,129170,138208
02/08/2016,67992,88992,129125,138208
03/08/2016,68293,89511,129292,138208
04/08/2016,68384,89511,129116,138191
05/08/2016,68468,89629,129103,138536
08/08/2016,68283,89629,128895,138177
09/08/2016,68283,90101,129044,138324
10/08/2016,68191,89964,129062,138418
11/08/2016,68154,90075,129238,138784
12/08/2016,68141,90301,129010,139562
15/08/2016,67945,90412,129010,139562
16/08/2016,67760,90412,129034,139600
17/08/2016,67708,90731,129307,139306
18/08/2016,67708,91548,129307,139306
19/08/2016,67708,92918,129307,139284
22/08/2016,67880,92918,130070,139284
23/08/2016,68006,92884,130019,139284
24/08/2016,67480,92215,129974,139604
25/08/2016,67511,91964,130006,139604
26/08/2016,67374,92050,129967,140177
29/08/2016,67374,92139,129967,140177
30/08/2016,67374,92408,129859,140108
31/08/2016,67446,92798,130781,140108
01/09/2016,67559,92664,131025,140108
02/09/2016,67576,92664,131025,140414
06/09/2016,67241,92608,131025,140414
07/09/2016,67246,92580,131025,140414
08/09/2016,67144,92580,131196,140487
09/09/2016,66832,92633,130897,140487
12/09/2016,67997,92956,131732,140487
13/09/2016,67693,93112,131988,140655
14/09/2016,67701,93112,132260,140655
15/09/2016,67701,93112,132281,140604
16/09/2016,67672,92160,132156,140604
19/09/2016,67668,92160,132156,140757
20/09/2016,67928,92160,131910,141017
21/09/2016,67930,92160,132017,140672
22/09/2016,67930,92160,132042,140702
23/09/2016,67868,92160,132005,140702
26/09/2016,67952,92371,132043,140702
27/09/2016,67920,92135,132032,140702
28/09/2016,68034,91973,131544,140702
29/09/2016,67997,92009,131382,141102
30/09/2016,68180,92361,131568,141102
03/10/2016,68135,92133,131502,141102
04/10/2016,68121,92258,131357,141102
05/10/2016,68078,92207,131535,140739
06/10/2016,68099,92485,130905,140739
07/10/2016,68148,92410,130855,140739
10/10/2016,68502,92410,130855,140739
11/10/2016,68381,92349,131061,140767
12/10/2016,68441,92300,130837,140767
13/10/2016,68561,92704,131397,140767
14/10/2016,68564,92558,131049,140767
17/10/2016,68188,92558,131832,140767
18/10/2016,68186,92558,132683,140767
19/10/2016,68186,92598,132292,140767
20/10/2016,68186,92598,133559,140767
21/10/2016,68231,92652,133134,140767
24/10/2016,68256,92652,134220,140767
25/10/2016,68363,92779,134055,140767
26/10/2016,68113,91829,134252,140968
27/10/2016,68039,92155,134344,141097
28/10/2016,67995,92072,134495,141097
31/10/2016,68374,92072,134867,140980
01/11/2016,68490,92119,134828,140853
02/11/2016,68355,92160,133957,140853
03/11/2016,68968,92124,133472,141113
04/11/2016,69309,92124,133472,141204
07/11/2016,69309,92012,133472,141306
08/11/2016,69309,92390,133472,141327
09/11/2016,69400,93405,133997,141376
10/11/2016,69290,93405,133330,141275
11/11/2016,68896,93405,133301,141312
14/11/2016,68948,93405,134363,141739
15/11/2016,69198,93212,134721,141939
16/11/2016,69548,93171,134721,142058
17/11/2016,69699,93074,134552,142184
18/11/2016,69501,93181,134552,142239
21/11/2016,69505,93248,134552,142379
22/11/2016,69359,93334,134552,142361
23/11/2016,69874,93739,134298,142416
25/11/2016,69728,93496,134298,142416
28/11/2016,69704,93415,134298,142416
29/11/2016,69639,93799,135171,142416
30/11/2016,70007,94091,135084,142642
01/12/2016,70087,93863,134303,144110
02/12/2016,70063,93863,134649,144032
05/12/2016,70350,94238,134649,143716
06/12/2016,70357,94043,134649,143035
07/12/2016,70452,94043,134794,142381
08/12/2016,70394,94043,134794,141917
09/12/2016,70599,94333,135056,142769
12/12/2016,70704,93832,135056,143200
13/12/2016,71003,94620,135321,143200
14/12/2016,71039,93456,135247,143200
15/12/2016,71014,93425,135247,143237
16/12/2016,71048,93425,134929,143237
19/12/2016,71079,93708,135106,143237
20/12/2016,71317,93686,135106,143645
21/12/2016,71162,93945,135106,144325
22/12/2016,71213,94137,135217,144325
23/12/2016,71342,94013,135210,144325
27/12/2016,71340,94013,135210,144325
28/12/2016,71320,92960,135210,144325
29/12/2016,71473,92961,135210,144325
30/12/2016,71448,93211,135210,144325
03/01/2017,71354,93232,135210,144476
04/01/2017,71415,93232,135210,144632
05/01/2017,71415,93300,135206,144612
06/01/2017,71442,93447,134890,144612
09/01/2017,71507,94174,134723,144612
10/01/2017,71716,94283,134723,144612
11/01/2017,71869,94438,134723,144684
12/01/2017,71675,94728,134790,144684
13/01/2017,71741,94728,134790,144684
16/01/2017,71741,94728,134790,144684
17/01/2017,71604,94835,134923,144684
18/01/2017,71693,94959,134923,144684
19/01/2017,71691,95011,134923,144684
20/01/2017,71748,95011,134987,144684
23/01/2017,71748,94765,135294,144730
24/01/2017,71903,95192,135534,144757
25/01/2017,71965,95154,135534,144427
26/01/2017,71946,95281,135469,144434
27/01/2017,72119,95019,135593,144434
30/01/2017,72427,95196,135619,144499
31/01/2017,72722,94710,135619,144331
01/02/2017,72834,94991,135619,144460
02/02/2017,72840,95370,135883,144460
03/02/2017,73036,95370,135883,144460
06/02/2017,73098,95514,135964,144522
07/02/2017,72869,95878,136667,144522
08/02/2017,72875,95716,137372,144522
09/02/2017,73031,95716,137948,145030
10/02/2017,73039,95859,137948,145262
13/02/2017,72870,95859,137948,145283
14/02/2017,73169,95859,137733,145284
15/02/2017,73182,95392,137733,145284
16/02/2017,73217,95448,137768,145311
17/02/2017,73315,95691,137926,145204
21/02/2017,73406,95706,137826,145385
22/02/2017,73361,95706,137824,145385
23/02/2017,73590,95703,137875,145681
24/02/2017,73564,95479,138101,145681
27/02/2017,73729,95268,137914,145301
28/02/2017,73986,95311,137036,145991
01/03/2017,74033,95495,137036,146098
02/03/2017,73947,95350,137036,147403
03/03/2017,73953,95655,136925,146899
06/03/2017,74216,95289,136963,146899
07/03/2017,73757,94717,138014,146899
08/03/2017,73861,94820,137896,147414
09/03/2017,73789,94393,138488,147414
10/03/2017,73891,93983,138488,147414
13/03/2017,73911,93983,138488,147461
14/03/2017,73806,94044,138415,148546
15/03/2017,73886,94044,138793,148546
16/03/2017,73942,94561,138793,148580
17/03/2017,73904,94763,138793,148580
20/03/2017,73834,94677,138793,148729
21/03/2017,73475,94852,138961,148915
22/03/2017,73212,94748,139684,148915
23/03/2017,73212,94748,139684,148915
24/03/2017,73212,94898,140053,148488
27/03/2017,73212,94679,140561,148122
28/03/2017,73345,95363,140869,147948
29/03/2017,73705,95671,140869,147999
30/03/2017,73278,95660,140869,147999
31/03/2017,72868,95747,140869,148091
03/04/2017,72796,95547,140869,148091
04/04/2017,72973,95547,141086,148091
05/04/2017,72387,95550,140715,148685
06/04/2017,72751,95536,140837,148685
07/04/2017,72755,95740,140801,148685
10/04/2017,72735,95760,140918,148685
11/04/2017,72612,95683,140918,148568
12/04/2017,72525,96095,141011,148568
13/04/2017,72394,96228,140857,149048
17/04/2017,72574,96694,140980,149048
18/04/2017,72362,96694,141024,149048
19/04/2017,72329,96694,140950,148999
20/04/2017,72329,96694,140856,148999
21/04/2017,72329,96667,141041,148999
24/04/2017,72385,96667,141041,149195
25/04/2017,72277,96470,141041,149130
26/04/2017,72382,96674,141342,149130
27/04/2017,72344,97267,141361,149472
28/04/2017,72384,97168,141608,149695
01/05/2017,72450,97168,141650,149695
02/05/2017,72578,97160,141691,149695
03/05/2017,72345,97248,142255,149485
04/05/2017,72311,97698,142355,149429
05/05/2017,72459,97539,142532,149429
08/05/2017,72511,97626,143049,150156
09/05/2017,72511,97792,143428,148638
10/05/2017,72711,97792,143709,148464
11/05/2017,72503,97792,143846,148357
12/05/2017,72652,97712,143321,148357
15/05/2017,72681,97712,143018,148295
16/05/2017,72681,98211,143139,148295
17/05/2017,72437,97930,143285,148295
18/05/2017,72728,97930,142925,148295
19/05/2017,72794,97719,142467,148295
22/05/2017,72809,97783,142684,148628
23/05/2017,72809,97931,142803,148548
24/05/2017,72821,98031,142965,148548
25/05/2017,72804,98103,142812,148612
26/05/2017,72784,98235,143406,148810
29/05/2017,72784,98235,143406,148810
30/05/2017,72915,98235,143190,148810
31/05/2017,73080,98117,143726,148810
01/06/2017,73202,98117,144022,148666
02/06/2017,73210,98117,144022,148850
05/06/2017,73188,97997,144096,148850
06/06/2017,73310,98165,144096,149066
07/06/2017,73244,98165,143648,149066
08/06/2017,73290,98378,143668,148986
09/06/2017,73255,97659,143956,150077
12/06/2017,73665,97659,144846,150343
13/06/2017,73745,97603,145036,150631
14/06/2017,73840,97698,145080,150776
15/06/2017,74051,97937,145139,150847
16/06/2017,74150,97937,145936,150847
19/06/2017,74465,97906,145936,150847
20/06/2017,74327,97989,146034,150847
21/06/2017,74327,98691,146005,150847
22/06/2017,74358,98856,146012,150845
23/06/2017,74315,99517,146464,150845
26/06/2017,74397,99566,146464,151371
27/06/2017,74221,99320,146281,151353
28/06/2017,74430,99931,146281,151561
29/06/2017,74431,99604,146281,151551
30/06/2017,73985,99366,146281,151385
03/07/2017,74184,99444,146420,151453
05/07/2017,74354,99104,146420,151453
06/07/2017,74398,98739,146177,151453
07/07/2017,74491,98739,146591,151453
10/07/2017,74463,98731,146591,151224
11/07/2017,74411,98731,146499,151018
12/07/2017,74447,98306,146571,151645
13/07/2017,74447,97399,146571,151690
14/07/2017,74447,97643,146571,151690
17/07/2017,74426,97529,146571,151690
18/07/2017,74512,97344,146599,150980
19/07/2017,74486,97344,146599,151078
20/07/2017,74397,97344,146550,151102
21/07/2017,74521,96869,146322,151102
24/07/2017,74545,97496,146589,150954
25/07/2017,74547,97945,146589,150601
26/07/2017,74906,98017,146505,150601
27/07/2017,74365,97826,146341,150601
28/07/2017,74248,97730,146341,150601
31/07/2017,74732,97811,146170,150612
01/08/2017,74429,98364,146112,150612
02/08/2017,74494,98211,145763,150490
03/08/2017,74626,98156,145785,150403
04/08/2017,74597,98508,145785,150050
07/08/2017,74597,98499,145785,149622
08/08/2017,74597,98574,146371,149622
09/08/2017,74647,98574,146938,149622
10/08/2017,74458,98228,147447,149622
11/08/2017,74569,98228,147414,149589
14/08/2017,74559,98228,147414,149525
15/08/2017,74559,98228,147466,149525
16/08/2017,74565,98164,147243,149525
17/08/2017,74459,97956,147195,149525
18/08/2017,74557,98199,148856,149525
21/08/2017,74557,98199,149081,149515
22/08/2017,74557,98403,148897,149515
23/08/2017,74373,98403,148471,149416
24/08/2017,74436,98252,148435,149512
25/08/2017,74332,98176,148473,149512
28/08/2017,74332,98176,148100,149657
29/08/2017,74368,97702,147980,149657
30/08/2017,74428,97702,147980,148767
31/08/2017,74428,97693,148119,148272
01/09/2017,74428,97767,148171,148885
04/09/2017,74428,97767,148171,148885
05/09/2017,74428,97776,148249,148885
06/09/2017,74584,97869,149117,148885
07/09/2017,74522,97869,148217,148907
08/09/2017,74406,98222,149279,148817
11/09/2017,74508,99278,149408,149288
12/09/2017,74470,99285,149408,149370
13/09/2017,74433,99664,148711,149370
14/09/2017,74457,100002,149021,149370
15/09/2017,74630,100010,149460,149333
18/09/2017,74598,100111,148807,149630
19/09/2017,74545,100111,148421,149725
20/09/2017,74465,99900,148881,149725
21/09/2017,74677,99956,148853,149735
22/09/2017,74738,100179,148041,149735
25/09/2017,74588,100179,147990,149643
26/09/2017,74730,101007,147646,149643
27/09/2017,74657,100054,147628,149166
28/09/2017,75756,100054,147775,148361
29/09/2017,76486,99390,147791,148448
02/10/2017,76879,99326,147791,148298
03/10/2017,77317,99030,147791,148318
04/10/2017,77335,100016,148048,148216
05/10/2017,77368,100151,148048,148194
06/10/2017,77444,101258,148048,148194
09/10/2017,77200,101259,148048,148194
10/10/2017,77377,101252,148179,148017
11/10/2017,77443,101738,148430,148261
12/10/2017,77309,101715,148656,148261
13/10/2017,77108,101715,148644,147437
16/10/2017,76985,102128,148341,147437
17/10/2017,77322,102162,147921,147437
18/10/2017,77009,101554,147814,148047
19/10/2017,78490,101883,147938,148226
20/10/2017,78275,101883,147894,148692
23/10/2017,78598,101883,147806,148904
24/10/2017,78864,101383,148214,148628
25/10/2017,78940,101383,147754,148703
26/10/2017,79295,101175,147292,148703
27/10/2017,78867,101235,147138,147972
30/10/2017,78994,101235,147437,147960
31/10/2017,78957,101235,147741,147475
01/11/2017,78981,100483,147271,147490
02/11/2017,78872,100628,146875,147490
03/11/2017,78824,100628,146688,147728
06/11/2017,78824,100628,147592,147735
07/11/2017,78885,100670,147711,148048
08/11/2017,79024,100440,147745,147788
09/11/2017,78940,100440,147903,148047
10/11/2017,78906,100618,147405,149802
13/11/2017,78993,100779,147819,149802
14/11/2017,79043,100000,147850,149854
15/11/2017,79468,100151,147804,149908
16/11/2017,79325,100226,147730,149908
17/11/2017,79395,99919,147730,149490
20/11/2017,79410,99981,146982,148974
21/11/2017,79353,100274,146982,148844
22/11/2017,79362,100229,146982,148498
24/11/2017,79418,100229,146982,149936
27/11/2017,79390,100068,147069,150172
28/11/2017,80295,100088,147069,150172
29/11/2017,78691,100689,147069,149334
30/11/2017,78508,100600,147027,150947
01/12/2017,78991,100575,147555,150843
04/12/2017,78897,100857,146917,151279
05/12/2017,78781,100484,146917,151279
06/12/2017,78710,100440,147091,151088
07/12/2017,78788,100484,147161,151088
08/12/2017,78784,100608,147161,151088
11/12/2017,78784,100853,148156,151088
12/12/2017,78733,100948,148126,152033
13/12/2017,78804,101335,148126,152239
14/12/2017,78762,101213,148126,151856
15/12/2017,78988,101247,148174,152602
18/12/2017,78999,101247,148174,152366
19/12/2017,79048,101280,148350,153269
20/12/2017,79127,101781,148350,153269
21/12/2017,78897,101781,148331,153339
22/12/2017,79761,102173,148676,153038
26/12/2017,79974,102469,148676,152858
27/12/2017,79486,102469,148676,152858
28/12/2017,79486,102531,148961,152858
29/12/2017,79486,101299,148961,152609
02/01/2018,79288,101684,148923,152609
03/01/2018,79095,101520,148923,152589
04/01/2018,78496,101810,149032,152278
05/01/2018,78622,101719,149231,151998
08/01/2018,78577,101732,149667,151998
09/01/2018,78440,102117,149662,151646
10/01/2018,78712,102141,150578,151533
11/01/2018,78712,101498,150750,151687
12/01/2018,78733,101369,150750,151785
15/01/2018,78733,101369,150750,151785
16/01/2018,78529,101533,150497,151785
17/01/2018,78789,100819,150435,151785
18/01/2018,78622,100819,150241,151829
19/01/2018,78441,100819,149973,151829
22/01/2018,78495,101209,150250,153389
23/01/2018,78573,101209,150226,153556
24/01/2018,78431,101699,150257,154103
25/01/2018,78486,101677,150251,153894
26/01/2018,78441,101677,150286,153894
29/01/2018,78526,102662,150286,153801
30/01/2018,78310,102662,150901,153801
31/01/2018,78215,102596,151190,153801
01/02/2018,78224,102790,151293,153085
02/02/2018,78257,102709,151181,153104
05/02/2018,77409,102582,150754,153836
06/02/2018,77650,102681,153725,153836
07/02/2018,77658,102681,153643,154016
08/02/2018,77217,102423,152709,155316
09/02/2018,77665,102423,153632,155355
12/02/2018,78054,102423,153632,155880
13/02/2018,78229,102423,153632,156110
14/02/2018,78286,101446,153632,155228
15/02/2018,78286,101502,153632,154661
16/02/2018,78873,101696,153632,155255
19/02/2018,78873,101696,153632,155255
20/02/2018,78449,101971,153632,156288
21/02/2018,78449,101971,153593,157110
22/02/2018,78279,101979,153630,156755
23/02/2018,78514,102269,155001,156292
26/02/2018,78562,102630,155001,156546
27/02/2018,78406,102509,155001,156598
28/02/2018,78528,102278,155116,156598
01/03/2018,78538,102703,154924,156556
02/03/2018,78970,102703,155583,156617
05/03/2018,78928,102703,155713,156644
06/03/2018,78928,103133,155713,156327
07/03/2018,78898,103133,155713,156210
08/03/2018,78793,102757,155237,155934
09/03/2018,78968,102793,155237,156344
12/03/2018,78924,103093,155164,155746
13/03/2018,78882,102940,155188,156232
14/03/2018,78803,102940,155286,156211
15/03/2018,78685,101763,155499,156354
16/03/2018,78584,101915,156111,156222
19/03/2018,78845,101854,156717,156222
20/03/2018,78672,101189,156936,155932
21/03/2018,78770,101189,156936,155953
22/03/2018,78753,101099,156789,155953
23/03/2018,78537,102245,156370,155953
26/03/2018,78792,102226,157850,155890
27/03/2018,78158,102267,157835,156328
28/03/2018,77808,102724,157901,156328
29/03/2018,78574,102715,155138,155973
02/04/2018,78510,102640,154286,155973
03/04/2018,78510,102506,155087,155729
04/04/2018,78615,102506,155942,155516
05/04/2018,78756,102415,155942,155901
06/04/2018,78740,102014,155942,156092
09/04/2018,78771,102014,155942,156092
10/04/2018,79144,102014,155942,156092
11/04/2018,79161,102305,155702,156142
12/04/2018,79161,101979,155702,156325
13/04/2018,79161,101755,155771,156325
16/04/2018,79161,101755,156062,156325
17/04/2018,79161,101526,156030,155696
18/04/2018,79297,101526,156030,155995
19/04/2018,79270,101151,156047,155995
20/04/2018,79270,100015,156172,155995
23/04/2018,79289,100601,156172,155995
24/04/2018,79101,100486,156367,156179
25/04/2018,79111,100475,156484,156179
26/04/2018,79247,100458,156367,156598
27/04/2018,79258,100718,156298,156623
30/04/2018,79260,100651,156602,156918
01/05/2018,79374,100408,156482,156918
02/05/2018,79426,100284,156482,156938
03/05/2018,79516,101078,155844,156711
04/05/2018,79606,101078,155844,156856
07/05/2018,79606,101078,155780,156991
08/05/2018,79606,101078,155878,157764
09/05/2018,79606,101078,156372,157743
10/05/2018,79606,101591,156233,157766
11/05/2018,79620,101562,156555,157791
14/05/2018,79756,101538,155748,157928
15/05/2018,79791,101514,155748,158088
16/05/2018,79791,101323,156137,158088
17/05/2018,79791,101303,156980,158693
18/05/2018,79718,101516,156857,158693
21/05/2018,80016,101002,156857,158693
22/05/2018,79916,100768,156693,158816
23/05/2018,79934,101015,156967,158816
24/05/2018,79759,101308,157236,158775
25/05/2018,79914,101154,157243,158900
28/05/2018,79914,101154,157243,158900
29/05/2018,79833,101305,157239,158948
30/05/2018,80436,101290,157259,159369
31/05/2018,80654,101317,157259,158273
01/06/2018,80908,101317,157003,158220
04/06/2018,80788,101317,156642,157909
05/06/2018,80937,101406,156528,157548
06/06/2018,81046,101406,156448,157418
07/06/2018,81181,101368,156467,157453
08/06/2018,81378,101576,156137,157474
11/06/2018,81344,101576,156137,157379
12/06/2018,81377,101501,156137,156885
13/06/2018,81455,101488,156242,156755
14/06/2018,81502,101488,156242,156755
15/06/2018,81434,101396,156253,156801
18/06/2018,81466,100894,157225,156801
19/06/2018,81701,99647,157180,156537
20/06/2018,81720,99597,157114,156148
21/06/2018,81288,98948,156887,156857
22/06/2018,81488,99168,157175,156857
25/06/2018,81355,99162,156808,156949
26/06/2018,81478,99342,157196,156984
27/06/2018,81449,99648,156804,158158
28/06/2018,81242,99615,157380,158158
29/06/2018,81533,99587,157380,158214
02/07/2018,81606,99737,157734,158338
03/07/2018,81606,99768,157734,157975
04/07/2018,81606,99768,157734,157975
05/07/2018,81606,99768,157894,158535
06/07/2018,81606,100446,157894,158578
09/07/2018,81606,100632,157392,158881
10/07/2018,81624,100871,157401,158881
11/07/2018,81290,100919,157401,158881
12/07/2018,81119,100919,157085,159000
13/07/2018,81259,101079,157143,159097
16/07/2018,81025,101233,157179,159097
17/07/2018,81186,100816,157117,159097
18/07/2018,81085,100816,157164,159308
19/07/2018,80979,101289,157188,159308
20/07/2018,80880,101061,157400,159541
23/07/2018,80880,101131,157733,159545
24/07/2018,80843,101320,157510,160297
25/07/2018,81033,101696,158302,160297
26/07/2018,81629,102114,158302,159204
27/07/2018,81557,102114,157991,159204
30/07/2018,81195,102114,157808,159204
31/07/2018,81148,102401,158060,159300
01/08/2018,80744,102214,158639,159289
02/08/2018,80780,102139,159259,158578
03/08/2018,80780,102238,159122,158677
06/08/2018,80780,102164,158937,158696
07/08/2018,80769,102244,159576,158867
08/08/2018,80642,102324,159572,159125
09/08/2018,80680,102324,160520,159410
10/08/2018,80676,102702,160805,159467
13/08/2018,80701,102702,161006,159606
14/08/2018,80741,102533,160916,159911
15/08/2018,80670,102236,160275,159862
16/08/2018,80732,102236,160341,159862
17/08/2018,80732,102365,160848,159843
20/08/2018,80732,102365,161506,159719
21/08/2018,80793,102365,161506,160042
22/08/2018,80822,102422,161506,159996
23/08/2018,80822,102319,161506,160346
24/08/2018,80822,102466,161506,160327
27/08/2018,80825,102466,161506,160287
28/08/2018,80990,102313,161212,160287
29/08/2018,81029,102226,161672,160210
30/08/2018,80951,102177,161482,159768
31/08/2018,80951,102539,161563,159740
